trip_id,part,trip_id_unique_station,trip_id_unique,line_id,direction,alternative,cluster,station_index,station_id,station_name,arrival_time,door_closing_time,arrival_is_estimated,latitude,longitude,passengers_up,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach
211831,?,211831b21,211831b,23006,1,0,?????-??? ???,21,27044,?????/????,9:07:00,9:07:00,FALSE,32.07916,34.83746,0,6,1.333333333,8
313836,?,313836c14,313836c,70001,1,0,????-????,14,38147,?? ????/????,14:17:00,14:17:00,FALSE,32.029655,34.84801,1,20,2.333333333,46.66666667
211606,?,211606b22,211606b,16061,1,0,?????-??? ??,22,21748,???? ????/??????,15:28:00,15:28:00,FALSE,32.07923,34.82263,0,15,2.875,43.125
210328,?,210328b25,210328b,27004,1,0,?? ????,25,25669,"????? ???????/??""?",21:41:00,21:42:00,FALSE,32.04728,34.79659,0,11,0.454545455,5
314431,?,314431a15,314431a,27087,2,#,????? ?????? ???????????+????? ?????,15,36191,??? ?? ??????/?'????????,12:47:00,12:48:00,FALSE,32.02029,34.73928,2,13,2.4,31.2
111396,?,111396c50,111396c,10606,1,1,???? ????? ?????,50,21472,????? ???????/??? ???? ????,7:15:00,7:15:00,FALSE,32.074593,34.790585,0,3,1,3
212115,?,212115b30,212115b,27004,2,0,?? ????,30,27246,???????/?? ?????,10:22:00,10:23:00,FALSE,32.09639,34.77606,0,6,0.733333333,4.4
310081,?,310081c34,310081c,19072,2,0,"?????-????""?-?????",34,25409,?????/??? ???? ????,13:54:00,13:54:00,FALSE,32.061256,34.77375,1,15,2.5,37.5
318494,?,318494a42,318494a,21004,2,#,????? ?????? ???????????+????? ?????,42,36388,?? ???????/??????,12:06:14,,TRUE,32.03237,34.7679,0,0,2.75,0
110251,?,110251b20,110251b,10615,2,#,???? ????? ?????,20,39541,??? ??. ????/???,8:51:44,,TRUE,32.29489,34.87162,0,3,0.333333333,1
111302,?,111302c17,111302c,81001,2,0,"?""?-?""?",17,20418,??????? ?????/?? ??????,12:30:00,12:30:00,FALSE,32.044945,34.762806,4,27,2.909090909,78.54545455
220374,?,220374a16,220374a,17033,2,0,?? ????,16,21477,??? ?? ??????/??????,15:36:00,15:36:00,FALSE,32.08586,34.82238,4,30,2.4,72
313782,?,313782c2,313782c,34015,1,0,????-????,2,31171,????? ????/??????,8:31:32,,TRUE,32.021446,34.86045,0,0,2,0
312661,?,312661c23,312661c,10240,1,0,?? ??-??? ??,23,36267,???? ????/??????,23:08:00,23:08:00,FALSE,32.016884,34.759274,0,9,3.4,30.6
311757,?,311757a43,311757a,19095,2,#,????? ?????? ???????????+????? ?????,43,34906,"???? ?????/??""?",8:58:00,8:58:00,FALSE,31.98869,34.7665,0,6,1.333333333,8
121142,?,121142a29,121142a,10551,1,1,???? ????? ?????,29,37207,??? ??????/????,5:31:29,,TRUE,32.14919,34.89455,0,15,1,15
217921,?,217921a24,217921a,11279,1,0,?? ????,24,21530,??? ??? ????/??????,19:34:00,19:34:00,FALSE,32.04934,34.79932,0,15,3,45
412588,?,412588a2,412588a,20070,2,0,?????-??? ??,2,31902,??' ????? ????/????,11:07:00,11:07:00,FALSE,32.05458,34.84766,1,4,2.428571429,9.714285714
113364,?,113364c33,113364c,81001,1,0,"?""?-?""?",33,20445,??????? ?????/???? ?????,17:33:00,17:33:00,FALSE,32.047253,34.762886,2,21,3.583333333,75.25
217992,?,217992a42,217992a,13104,2,0,?? ????,42,21359,?? ?????/???? ?????,21:25:00,21:25:00,FALSE,32.07641,34.76821,0,17,1.666666667,28.33333333
221591,?,221591a19,221591a,11204,2,0,?? ????,19,23021,"?????/???""?",11:23:00,11:23:00,FALSE,32.0666,34.7717,2,20,3.2,64
110110,?,110110c28,110110c,15051,2,0,"?""?-?""?",28,38317,??? ?????/?????? ?? ??????,13:23:06,,TRUE,32.097637,34.876072,0,10,5,50
218095,?,218095a12,218095a,21013,2,0,?? ????,12,20449,???/?????,19:39:24,,TRUE,32.05368,34.75499,0,4,1.666666667,6.666666667
220530,?,220530a33,220530a,11204,2,0,?? ????,33,25867,???? ?????/?????,20:33:00,20:38:00,FALSE,32.09915,34.77987,0,0,3,0
312322,?,312322c44,312322c,12142,1,0,?? ??-??? ??,44,36257,"???""? ???????/???????",23:07:28,,TRUE,32.024357,34.754513,0,1,3,3
214566,?,214566a5,214566a,17304,2,0,?? ????,5,21572,??? ?? ??/???? ???????,13:51:00,13:51:00,FALSE,32.04578,34.80572,1,5,1.833333333,9.166666667
313511,?,313511c5,313511c,23056,2,0,????-????,5,38127,"???/???""?",17:06:59,,TRUE,32.03816,34.891556,0,4,2.8,11.2
419493,?,419493a24,419493a,23018,1,0,?????-??? ???,24,32904,???? ??? ???????/?'????????,12:29:00,12:30:00,FALSE,32.07315,34.85181,0,7,2,14
319552,?,319552a40,319552a,16071,1,#,????? ?????? ???????????+????? ?????,40,34906,"???? ?????/??""?",19:41:18,,TRUE,31.98869,34.7665,0,4,1.533333333,6.133333333
314284,?,314284c14,314284c,21037,2,0,????-????,14,31638,???? ???? ????/???? 461,17:48:00,17:48:00,FALSE,32.02815,34.87972,0,14,2.285714286,32
111231,?,111231c26,111231c,24092,1,0,"?""?-?""?",26,38315,??? ????? ??????,11:04:00,11:04:00,FALSE,32.08854,34.868576,1,10,2.5,25
120942,?,120942a22,120942a,10617,2,#,???? ????? ?????,22,39196,?? ???/????,18:14:00,18:14:00,FALSE,32.30107,34.85428,0,22,1.333333333,29.33333333
218984,?,218984a10,218984a,17023,2,0,?? ????,10,26193,??????/?????,15:50:00,15:50:00,FALSE,32.06839,34.82187,1,2,1.3,2.6
221258,?,221258a29,221258a,11239,2,0,?? ????,29,27246,???????/?? ?????,10:13:00,10:13:00,FALSE,32.09639,34.77606,0,0,2.166666667,0
119683,?,119683a29,119683a,10616,1,#,???? ????? ?????,29,20105,????? ???????/??? ????,13:42:00,13:43:00,FALSE,32.13671,34.79816,0,0,0.333333333,0
311559,?,311559a20,311559a,12143,1,#,????? ?????? ???????????+????? ?????,20,33344,?? ???/??????? ????,8:55:00,8:55:00,FALSE,32.0235,34.76799,6,30,4,120
314633,?,314633c36,314633c,10138,1,0,????-????,36,31751,????????/????? ????,17:05:00,17:05:00,FALSE,31.966974,34.783226,0,10,2,20
410851,?,410851a30,410851a,35002,1,0,?????-??? ???,30,21372,?????/???????,9:19:00,9:19:00,FALSE,32.085,34.84006,1,8,4.333333333,34.66666667
219592,?,219592a20,219592a,17023,2,0,?? ????,20,22988,?????/??????????,12:51:05,,TRUE,32.06562,34.77203,0,4,1.1,4.4
315581,?,315581a7,315581a,10129,2,0,"?????-????""?-?????",7,31688,???????/?? ???,18:26:18,,TRUE,31.96453,34.79373,0,3,2.2,6.6
310425,?,310425b21,310425b,16071,1,#,????? ?????? ???????????+????? ?????,21,20506,??? ??? ??????/??????,0:29:38,,TRUE,32.04967,34.7838,0,3,1.636363636,4.909090909
110725,?,110725b23,110725b,10567,2,#,???? ????? ?????,23,37033,??????/???????,11:26:00,11:26:00,FALSE,32.17491,34.90961,0,0,2.166666667,0
311278,?,311278c41,311278c,15025,2,0,?????-?? ??,41,21698,?????/???????,13:10:00,13:10:00,FALSE,32.104603,34.794624,0,19,2.75,52.25
110136,?,110136c56,110136c,20048,2,#,?????,56,36597,?? ?????/??????,13:34:00,13:34:00,FALSE,32.191612,34.846184,0,0,2.333333333,0
111398,?,111398b40,111398b,11126,2,#,???? ????? ?????,40,36390,????????/???????,14:08:00,14:08:00,FALSE,32.03148,34.76957,1,7,3,21
113354,?,113354c22,113354c,15066,2,0,"?""?-?""?",22,21540,"??? ?'????????/??""?",9:15:00,9:15:00,FALSE,32.089386,34.818382,1,13,2.2,28.6
122729,?,122729a8,122729a,16024,2,#,???? ????? ?????,8,26842,??????/????? ?????,9:24:21,,TRUE,32.13249,34.85265,0,6,2.8,16.8
218980,?,218980a45,218980a,13104,2,0,?? ????,45,23003,?? ?????/??????,14:59:00,14:59:00,FALSE,32.08256,34.7713,1,7,2.4,16.8
311006,?,311006b27,311006b,10189,2,0,"?????-????""?-?????",27,21714,??' ?? ????/???????,12:54:15,,TRUE,32.05681,34.77664,0,6,2,12
413359,?,413359a16,413359a,16054,2,0,?????-??? ??,16,26129,???????/?????,10:10:00,10:10:00,FALSE,32.07552,34.80926,3,29,2.5,72.5
112074,?,112074c10,112074c,15066,1,0,"?""?-?""?",10,34063,??????? ????? ????/???? ???? ?????,9:17:00,9:18:00,FALSE,32.091717,34.86587,1,16,2.4,38.4
314347,?,314347c2,314347c,33077,2,0,????-????,2,35378,?. ???? ???? ????,10:39:59,,TRUE,32.10504,34.86344,0,0,2.333333333,0
320894,?,320894a11,320894a,27087,2,#,????? ?????? ???????????+????? ?????,11,36130,?????/??? ??????,22:11:43,,TRUE,32.01411,34.74258,0,1,2.25,2.25
211796,?,211796b18,211796b,14065,1,0,?????-??? ??,18,21182,"?????/ ??""?",9:37:54,,TRUE,32.06668,34.82833,0,22,2.4,52.8
118293,?,118293a34,118293a,10531,1,#,???? ????? ?????,34,21666,????? ??????/??? ??? ???,20:09:00,20:10:00,FALSE,32.09867,34.82713,5,32,0.5,16
217985,?,217985a26,217985a,17009,2,0,?? ????,26,21158,??? ??????/????????,14:47:00,14:47:00,FALSE,32.08606,34.78202,1,3,1.3,3.9
122632,?,122632a39,122632a,11609,2,#,???? ????? ?????,39,39769,?. ?????? ?????,18:49:00,18:50:00,FALSE,32.32669,34.85945,0,0,1.333333333,0
313462,?,313462c38,313462c,20036,2,0,????-????,38,25812,???????/?????????,11:38:00,11:39:00,FALSE,32.087955,34.775257,0,1,3.25,3.25
210485,?,210485b29,210485b,26005,1,0,?????-??? ???,29,26486,????? ??????/????,11:53:00,11:53:00,FALSE,32.07809,34.83569,0,3,3,9
412840,?,412840a27,412840a,12161,2,0,?????-??? ???,27,21155,?????????/???? ????,11:49:00,11:49:00,FALSE,32.08604,34.77879,2,13,2.833333333,36.83333333
113239,?,113239c18,113239c,13138,1,0,"?""?-?""?",18,21730,?'????????/ ??? ?????,14:03:00,14:03:00,FALSE,32.092113,34.832382,0,4,2,8
312295,?,312295c6,312295c,17043,1,0,?? ??-??? ??,6,36101,???? ???/?????,16:22:00,16:22:00,FALSE,32.01127,34.740166,1,3,3,9
310298,?,310298b4,310298b,16071,1,#,????? ?????? ???????????+????? ?????,4,21759,?. ??? ?? ???/2040,14:27:56,,TRUE,32.12793,34.78889,0,7,1.333333333,9.333333333
312484,?,312484c3,312484c,10240,2,0,?? ??-??? ??,3,38452,?. ???? ????????,12:19:51,,TRUE,32.001476,34.75953,0,0,3,0
218051,?,218051a24,218051a,33062,2,0,?? ????,24,25867,???? ?????/?????,12:51:00,12:51:00,FALSE,32.09915,34.77987,0,0,3,0
311654,?,311654b34,311654b,10189,1,0,"?????-????""?-?????",34,33317,???????/?????,9:29:00,9:30:00,FALSE,32.02257,34.7774,2,4,2.428571429,9.714285714
119701,?,119701a16,119701a,10504,1,#,???? ????? ?????,16,21730,?'????????/ ??? ?????,6:39:00,6:39:00,FALSE,32.09211,34.83238,0,17,1.5,25.5
415829,?,415829a23,415829a,11160,1,0,?????-??? ???,23,26394,?? ????/???? ?????????,19:12:15,,TRUE,32.08372,34.83071,0,7,3.2,22.4
115520,?,115520c19,115520c,12149,2,1,?????,19,21425,???? ??????/???? 5,10:17:00,10:18:00,FALSE,32.140396,34.80238,0,24,1.75,42
314876,?,314876c15,314876c,12446,2,0,????-????,15,32893,???? ???????,8:23:49,,TRUE,32.073605,34.866142,0,0,0.666666667,0
216809,?,216809a43,216809a,22007,1,0,?? ????,43,31738,"???""?/????? ????? ????",20:22:26,,TRUE,32.0509,34.84914,0,1,0.666666667,0.666666667
312103,?,312103c17,312103c,15025,1,0,?????-?? ??,17,25071,????? ????????/??? ????,13:47:00,13:47:00,FALSE,32.101887,34.792778,4,11,3.428571429,37.71428571
417124,?,417124a22,417124a,15058,2,0,?????-??? ??,22,20024,??? ??? ????? /??? ???? ????,20:02:18,,TRUE,32.08046,34.79767,0,1,1.333333333,1.333333333
312526,?,312526c14,312526c,10240,2,0,?? ??-??? ??,14,36256,???????/?????,5:12:00,5:12:00,FALSE,32.022488,34.754612,5,22,5,110
115461,?,115461c29,115461c,15051,2,0,"?""?-?""?",29,31193,???????/??????,21:23:00,21:23:00,FALSE,32.09597,34.87589,0,15,3,45
110816,?,110816c41,110816c,20048,1,#,?????,41,22919,???? ????/??' ????,19:45:00,19:46:00,FALSE,32.10553,34.812225,2,22,1.875,41.25
415834,?,415834a4,415834a,11160,2,0,?????-??? ???,4,26487,"???? ??????/?????""? ????'???",15:56:00,15:56:00,FALSE,32.07483,34.83728,1,20,3,60
210328,?,210328b30,210328b,27004,1,0,?? ????,30,26052,??' ??? ?????/????,21:46:00,21:46:00,FALSE,32.04774,34.81017,0,6,0.454545455,2.727272727
315935,?,315935a14,315935a,11289,2,0,"?????-????""?-?????",14,36385,????????/??? ????,17:50:00,17:50:00,FALSE,32.01727,34.77988,1,8,2.333333333,18.66666667
315928,?,315928a18,315928a,11289,1,0,"?????-????""?-?????",18,25632,??? ??????/???????,17:13:00,17:13:00,FALSE,32.07668,34.78131,2,14,2.666666667,37.33333333
314229,?,314229c2,314229c,14068,2,0,????-????,2,38740,??? ????? ??????????/??????,0:15:00,0:15:00,FALSE,32.045906,34.86596,0,1,2.833333333,2.833333333
314346,?,314346c30,314346c,33077,1,0,????-????,30,38317,??? ?????/?????? ?? ??????,9:58:06,,TRUE,32.097637,34.876072,0,2,2.333333333,4.666666667
222584,?,222584a35,222584a,33027,1,0,?? ????,35,26945,????? ??????,20:03:00,20:03:00,FALSE,32.09893,34.82557,0,0,1,0
312063,?,312063c44,312063c,15042,2,0,?? ??-??? ??,44,21449,???? ???/???? ??????,14:24:58,,TRUE,32.105465,34.827797,0,16,2.833333333,45.33333333
214567,?,214567c1,214567c,15052,2,0,?????-??? ??,1,26806,??????,14:34:00,14:35:00,FALSE,32.114227,34.841354,4,4,2.2,8.8
311259,?,311259c39,311259c,34046,2,0,?????-?? ??,39,21407,???? ????/?????,23:33:48,,TRUE,32.054623,34.79171,0,2,4,8
111471,?,111471b31,111471b,46022,1,#,???? ????? ?????,31,33317,???????/?????,15:53:00,15:54:00,FALSE,32.02257,34.7774,1,4,2.666666667,10.66666667
120719,?,120719a33,120719a,10551,2,#,???? ????? ?????,33,36601,??? ?????????/?????,12:27:00,12:27:00,FALSE,32.18484,34.85551,0,11,1.666666667,18.33333333
320031,?,320031a1,320031a,18010,2,0,"?????-????""?-?????",1,39721,???? ?'?/???? ????,23:23:00,23:23:00,FALSE,31.98527,34.76931,0,0,2.5,0
313017,?,313017c3,313017c,13139,2,0,????-????,3,31585,??? ?????/?????? ???,12:46:14,,TRUE,31.990446,34.77267,0,4,1,4
311776,?,311776c39,311776c,15025,2,0,?????-?? ??,39,21415,??? ????/????? ?????,19:59:48,,TRUE,32.095158,34.794464,0,6,3.25,19.5
312402,?,312402c27,312402c,24006,2,1,?????-?? ??,27,37660,??????/??? ???,8:54:00,8:55:00,FALSE,32.015293,34.760456,0,6,1.666666667,10
312998,?,312998a38,312998a,27087,1,#,????? ?????? ???????????+????? ?????,38,34754,???????/????? ????,12:14:00,12:14:00,FALSE,32.02605,34.74685,0,6,2.5,15
314396,?,314396a18,314396a,17011,2,#,????? ?????? ???????????+????? ?????,18,34595,????????/??????,13:56:11,,TRUE,31.99863,34.77223,0,16,3,48
121540,?,121540a47,121540a,10606,1,#,???? ????? ?????,47,20099,????? ??????/??? ????,6:22:00,6:22:00,FALSE,32.13282,34.79638,0,12,1.5,18
317244,?,317244a30,317244a,22089,1,1,"?????-????""?-?????",30,21516,???? ????/??? ??????,23:41:23,,TRUE,32.0788,34.78116,0,2,2.333333333,4.666666667
310183,?,310183c46,310183c,15025,1,0,?????-?? ??,46,35510,?????/????? ???????,23:27:00,23:27:00,FALSE,32.022064,34.745327,2,13,3.142857143,40.85714286
220654,?,220654a14,220654a,40044,1,0,?? ????,14,21472,????? ???????/??? ???? ????,22:26:00,22:26:00,FALSE,32.07491,34.79073,2,14,2.6,36.4
312638,?,312638c38,312638c,17043,2,0,?? ??-??? ??,38,36212,??? ??????/?????,21:46:00,21:47:00,FALSE,32.02211,34.74976,0,2,1.833333333,3.666666667
414642,?,414642a25,414642a,39017,2,0,?????-??? ???,25,20150,??? ?????/??? ?????,13:41:00,13:42:00,FALSE,32.09515,34.83098,0,17,3.333333333,56.66666667
314158,?,314158c25,314158c,37085,2,0,????-????,25,35483,??? ?????/????? ???? ?????,13:54:00,13:54:00,FALSE,32.096985,34.89721,1,23,2,46
210320,?,210320b13,210320b,16061,1,3,?????-??? ??,13,25848,?'????????/??? ??????,8:47:00,8:47:00,FALSE,32.08828,34.78119,3,18,2,36
119635,?,119635a15,119635a,10567,1,#,???? ????? ?????,15,21354,??? ?'????????/??????,12:55:19,,TRUE,32.08744,34.8129,0,9,2.666666667,24
315874,?,315874a38,315874a,10189,2,0,"?????-????""?-?????",38,21123,?????? ?? ????-???/??? ??????,19:17:00,19:18:00,FALSE,32.08249,34.78143,2,25,2.666666667,66.66666667
218905,?,218905a33,218905a,39028,1,0,?? ????,33,28544,??? ????/???????,7:07:20,,TRUE,32.12789,34.82926,0,3,1.333333333,4
310858,?,310858b10,310858b,12172,1,0,"?????-????""?-?????",10,22989,??? ?????/?????,22:39:00,22:40:00,FALSE,32.06861,34.77078,2,22,2.375,52.25
311785,?,311785c11,311785c,24006,2,1,?????-?? ??,11,36260,?????/????? ????,20:19:11,,TRUE,32.02872,34.754772,0,2,0.666666667,1.333333333
314789,?,314789c25,314789c,32075,2,0,????-????,25,32729,???????/???????,17:10:52,,TRUE,32.04371,34.925125,0,0,1,0
311008,?,311008b19,311008b,12271,2,#,????? ?????? ???????????+????? ?????,19,36384,????/???????,8:03:00,8:03:00,FALSE,32.02169,34.77625,6,63,2.8,176.4
120236,?,120236a41,120236a,10570,1,1,???? ????? ?????,41,25632,??? ??????/???????,7:06:08,,TRUE,32.07668,34.78131,0,5,0.5,2.5
310172,?,310172b7,310172b,16071,1,#,????? ?????? ???????????+????? ?????,7,26618,??' ??? ?????/??????,13:36:00,13:37:00,FALSE,32.11429,34.78973,5,11,1.333333333,14.66666667
313830,?,313830a5,313830a,18019,2,0,"?????-????""?-?????",5,25508,?????/??????????,13:20:53,,TRUE,32.06611,34.77181,0,10,2,20
311653,?,311653b45,311653b,10189,2,0,"?????-????""?-?????",45,21717,????? ?? ????/??' ????,7:46:34,,TRUE,32.10383,34.80967,0,16,2.8,44.8
218045,?,218045a54,218045a,13104,1,0,?? ????,54,32748,"???""?",13:14:00,13:15:00,FALSE,32.04276,34.8432,0,0,2.8,0
414505,?,414505a8,414505a,16054,1,0,?????-??? ??,8,25376,??? ????/????????,15:20:00,15:20:00,FALSE,32.05479,34.76942,10,56,3.5,196
115308,?,115308c16,115308c,24092,2,0,"?""?-?""?",16,38314,????/??? ?????,8:12:00,8:13:00,FALSE,32.081924,34.867615,0,25,2.333333333,58.33333333
210324,?,210324b17,210324b,27004,1,0,?? ????,17,25070,?. ?????? ?? ????/???????,15:37:00,15:38:00,FALSE,32.05651,34.78003,3,22,0.466666667,10.26666667
411037,?,411037a12,411037a,17034,1,0,?????-??? ???,12,26165,"???""?/??? ???? ????",7:10:00,7:10:00,FALSE,32.06189,34.82196,1,22,1,22
312760,?,312760c38,312760c,15042,1,0,?? ??-??? ??,38,20337,??' ???/?????? ?????,12:38:00,12:38:00,FALSE,32.03746,34.757416,0,6,2.857142857,17.14285714
222544,?,222544a19,222544a,29082,1,0,"?""?-?""?",19,26583,???? ???/??? ?'????????,12:02:00,12:02:00,FALSE,32.09258,34.84418,1,16,2.571428571,41.14285714
315234,?,315234a18,315234a,18010,2,0,"?????-????""?-?????",18,36121,???????/????????,16:29:42,,TRUE,32.00846,34.7426,0,5,2.833333333,14.16666667
121420,?,121420a6,121420a,23012,2,#,???? ????? ?????,6,26649,???? ?? ????/??? ???????,7:18:49,,TRUE,32.12406,34.79791,0,0,2,0
219623,?,219623a33,219623a,33027,1,0,?? ????,33,21390,?. ???? ??? ???/???? ???,17:41:51,,TRUE,32.10362,34.82764,0,5,2.5,12.5
314789,?,314789c19,314789c,32075,2,0,????-????,19,35383,?????/?????,17:01:47,,TRUE,32.04393,34.89483,0,0,1,0
312943,?,312943c23,312943c,13139,1,0,????-????,23,31646,???? ?????,10:58:00,10:58:00,FALSE,32.013733,34.84602,0,8,1.333333333,10.66666667
218066,?,218066a21,218066a,25005,2,0,?? ????,21,21376,???? ?????/??? ???? ????,14:55:00,14:55:00,FALSE,32.06211,34.77772,1,28,2.416666667,67.66666667
416987,?,416987a9,416987a,18057,2,0,?????-??? ??,9,26156,??????,21:33:00,21:33:00,FALSE,32.05994,34.81649,2,4,2.2,8.8
211816,?,211816b18,211816b,23018,1,0,?????-??? ???,18,32899,?? ???/?????,13:05:00,13:05:00,FALSE,32.08186,34.84951,0,6,1.25,7.5
121124,?,121124a16,121124a,10567,2,#,???? ????? ?????,16,26834,???? 4/???? ?????,16:33:00,16:34:00,FALSE,32.12466,34.85633,2,51,2.777777778,141.6666667
311372,?,311372a51,311372a,22089,2,0,"?????-????""?-?????",51,26783,???? ?????/????? ??????,9:38:00,9:38:00,FALSE,32.1176,34.834,0,0,1.6,0
111804,?,111804c35,111804c,29082,1,0,"?""?-?""?",35,21367,???? ?????/??????,18:47:50,,TRUE,32.079067,34.778824,0,30,3.25,97.5
313129,?,313129c15,313129c,34015,1,0,????-????,15,38982,????? ???? ????/???????,21:22:18,,TRUE,32.055614,34.86214,0,0,4,0
111700,?,111700c9,111700c,20048,2,#,?????,9,25818,?????? ?? ???? - ???/??? ??????,19:46:00,19:46:00,FALSE,32.0818,34.78142,2,15,1.666666667,25
120962,?,120962a37,120962a,23012,2,#,???? ????? ?????,37,26807,??????,16:06:00,16:06:00,FALSE,32.11336,34.84254,0,0,2.75,0
220157,?,220157a4,220157a,11204,1,0,?? ????,4,25800,?? ?????/????? ??????,11:50:00,11:50:00,FALSE,32.09178,34.77444,10,14,2.5,35
120249,?,120249a31,120249a,10531,1,#,???? ????? ?????,31,21270,???? ???/???? ??????,10:43:00,10:43:00,FALSE,32.10656,34.82745,0,20,2,40
312258,?,312258b17,312258b,19072,1,2,"?????-????""?-?????",17,25246,???/????????,22:13:25,,TRUE,32.04064,34.76365,0,20,2.142857143,42.85714286
312924,?,312924a1,312924a,11289,2,0,"?????-????""?-?????",1,36405,????? ????,9:35:00,9:35:00,FALSE,32.02573,34.79718,0,0,2.8,0
118713,?,118713a9,118713a,23012,2,#,???? ????? ?????,9,26689,"??????/??' ??""?",14:34:00,14:34:00,FALSE,32.12211,34.80224,0,6,2,12
313375,?,313375c23,313375c,20036,1,0,????-????,23,21281,???? ???????/??? ???????,11:04:15,,TRUE,32.056366,34.806824,0,5,2.75,13.75
310617,?,310617b26,310617b,18010,1,0,"?????-????""?-?????",26,25354,???? ??????/?????,10:49:00,10:49:00,FALSE,32.06636,34.7661,2,5,2.666666667,13.33333333
115442,?,115442c34,115442c,10347,2,#,?????,34,38081,????/?????,8:44:00,8:44:00,FALSE,32.199608,34.883644,0,0,2.333333333,0
110006,?,110006c5,110006c,13138,2,0,"?""?-?""?",5,21173,"???""? ???????/?????",10:12:12,,TRUE,32.080093,34.788555,0,0,2.333333333,0
314015,?,314015c41,314015c,23076,1,0,????-????,41,31207,???????/????,17:24:00,17:25:00,FALSE,32.02884,34.86418,0,6,2.5,15
220884,?,220884a53,220884a,13104,1,0,?? ????,53,36440,??? ?????? ?? ?????/???? ???,6:58:14,,TRUE,32.04414,34.84166,0,0,3,0
112504,?,112504c3,112504c,36077,2,#,???? ????? ?????,3,34954,???????/??????,8:19:47,,TRUE,32.007988,34.807186,0,0,0.666666667,0
113768,?,113768c6,113768c,12238,1,0,"?""?-?""?",6,32437,??? ?????? ????/??? ???? ????,9:41:42,,TRUE,32.080715,34.908,0,5,2.5,12.5
310810,?,310810b32,310810b,53073,1,0,"?????-????""?-?????",32,39737,??? ?????/??? ?????,21:16:00,21:16:00,FALSE,32.00774,34.78465,0,3,2.75,8.25
220633,?,220633a4,220633a,25005,2,0,?? ????,4,25898,??? ?????/?????,17:52:00,17:52:00,FALSE,32.09063,34.79068,2,8,2.25,18
212206,?,212206b3,212206b,55008,2,0,?? ????,3,21265,??? ?? ??/??? ???????,15:16:05,,TRUE,32.04496,34.8114,0,9,2.777777778,25
122502,?,122502a2,122502a,11249,1,#,?????,2,33902,???????/????,9:33:00,9:33:00,FALSE,32.16357,34.90222,1,4,1.75,7
314035,?,314035c19,314035c,21037,2,0,????-????,19,38175,???? ????,19:41:00,19:41:00,FALSE,32.036175,34.846012,2,14,2.75,38.5
311361,?,311361a18,311361a,19072,2,0,"?????-????""?-?????",18,36282,???? ???/?????,7:43:00,7:43:00,FALSE,32.03003,34.76215,5,16,3,48
417280,?,417280a24,417280a,12161,1,0,?????-??? ???,24,21660,????/???? ?????,23:10:43,,TRUE,32.08262,34.81613,0,5,3,15
220023,?,220023a16,220023a,17031,2,0,?? ????,16,26042,??? ???????/??? ?????,11:33:59,,TRUE,32.06031,34.80409,0,7,3,21
314031,?,314031c3,314031c,21037,2,0,????-????,3,31143,??? / ????,12:32:00,,TRUE,32.03763,34.8865,0,1,3,3
120924,?,120924a17,120924a,16024,1,#,???? ????? ?????,17,21460,?????? ??? ?????/???? ?????,14:59:00,14:59:00,FALSE,32.10372,34.79713,1,16,3,48
221078,?,221078a48,221078a,13104,1,0,?? ????,48,31594,??? ?????? ?? ?????/????? ??????,19:01:36,,TRUE,32.04508,34.84594,0,5,2.5,12.5
312446,?,312446c41,312446c,12142,2,0,?? ??-??? ??,41,26248,??? ??? ???/??? ?'????????,6:06:00,6:06:00,FALSE,32.083874,34.803467,0,15,3,45
120293,?,120293a31,120293a,12619,2,#,???? ????? ?????,31,30834,???? ?????,12:40:00,12:40:00,FALSE,32.20192,34.81983,1,10,1.333333333,13.33333333
315626,?,315626a33,315626a,19095,1,#,????? ?????? ???????????+????? ?????,33,39747,?????/???????,18:49:00,18:49:00,FALSE,32.00629,34.8043,2,18,2.666666667,48
310449,?,310449a24,310449a,18099,2,#,????? ?????? ???????????+????? ?????,24,34014,????? ???/??? ?????,5:43:00,5:43:00,FALSE,32.01031,34.78605,1,45,4,180
120771,?,120771a13,120771a,11126,1,#,???? ????? ?????,13,33206,?????????'/???????,9:19:00,9:19:00,FALSE,32.00712,34.76855,4,9,3,27
212221,?,212221b31,212221b,27004,2,0,?? ????,31,25867,???? ?????/?????,7:15:00,7:15:00,FALSE,32.09914,34.7798,0,0,0.75,0
310891,?,310891c27,310891c,12171,2,#,????? ?????? ???????????+????? ?????,27,24068,?. ???? ?? ???? - ??????/??? ????,23:29:32,,TRUE,32.08348,34.79501,0,6,2.2,13.2
110948,?,110948b3,110948b,16024,1,#,???? ????? ?????,3,21491,??? ????? ?????/?????,16:37:00,16:37:00,FALSE,32.06469,34.77255,5,16,3.75,60
310782,?,310782c39,310782c,27087,2,#,????? ?????? ???????????+????? ?????,39,34384,????' ???/???????,21:31:00,21:31:00,FALSE,32.01938,34.790337,0,5,2.25,11.25
222101,?,222101a20,222101a,17304,2,0,?? ????,20,25499,?????/???? ?????,19:49:17,,TRUE,32.07147,34.76969,0,5,1.333333333,6.666666667
312363,?,312363a45,312363a,18019,1,0,"?????-????""?-?????",45,25499,?????/???? ?????,12:31:11,,TRUE,32.07147,34.76969,0,3,2.25,6.75
314439,?,314439c30,314439c,33077,1,0,????-????,30,38317,??? ?????/?????? ?? ??????,14:00:06,,TRUE,32.097637,34.876072,0,2,2,4
